Date,Adj Close,,,
26.02.2018,136.7,0.7,2,134
27.02.2018,146.525,0.525,4,142
28.02.2018,103.35,0.35,-2,105
01.03.2018,111.175,0.175,10,101
02.03.2018,176,-4.27436E-15,-7,183
03.03.2018,172.825,-0.175,4,169
04.03.2018,162.65,-0.35,3,160
05.03.2018,169.475,-0.525,-3,173
06.03.2018,177.3,-0.7,4,174
07.03.2018,129.125,-0.875,8,122
08.03.2018,118.95,-1.05,5,115
09.03.2018,126.775,-1.225,10,118
10.03.2018,202.6,-1.4,6,198
11.03.2018,185.425,-1.575,4,183
12.03.2018,190.25,-1.75,-8,200
13.03.2018,158.075,-1.925,5,155
14.03.2018,155.9,-2.1,-2,160
15.03.2018,180.725,-2.275,8,175
16.03.2018,121.55,-2.45,10,114
17.03.2018,111.375,-2.625,-8,122
18.03.2018,118.2,-2.8,9,112
19.03.2018,191.025,-2.975,-3,197
20.03.2018,135.85,-3.15,6,133
21.03.2018,137.675,-3.325,8,133
22.03.2018,149.5,-3.5,4,149
23.03.2018,196.325,-3.675,0,200
24.03.2018,174.15,-3.85,2,176
25.03.2018,192.975,-4.025,5,192
26.03.2018,104.8,-4.2,-1,110
27.03.2018,139.625,-4.375,-2,146
28.03.2018,176.45,-4.55,5,176
29.03.2018,125.275,-4.725,7,123
30.03.2018,163.1,-4.9,2,166
31.03.2018,115.925,-5.075,-2,123
01.04.2018,139.75,-5.25,-5,150
02.04.2018,103.575,-5.425,-1,110
03.04.2018,170.4,-5.6,6,170
04.04.2018,153.225,-5.775,-4,163
05.04.2018,93.05,-5.95,-2,101
06.04.2018,141.875,-6.125,9,139
07.04.2018,188.7,-6.3,1,194
08.04.2018,130.525,-6.475,4,133
09.04.2018,171.35,-6.65,1,177
10.04.2018,123.175,-6.825,-3,133
11.04.2018,193,-7,5,195
12.04.2018,170.825,-7.175,1,177
13.04.2018,145.65,-7.35,-4,157
14.04.2018,118.475,-7.525,-2,128
15.04.2018,98.3,-7.7,-2,108
16.04.2018,127.125,-7.875,5,130
17.04.2018,98.95,-8.05,-7,114
18.04.2018,100.775,-8.225,-1,110
19.04.2018,105.6,-8.4,0,114
20.04.2018,191.425,-8.575,5,195
21.04.2018,114.25,-8.75,5,118
22.04.2018,152.075,-8.925,4,157
23.04.2018,121.9,-9.1,0,131
24.04.2018,155.725,-9.275,-5,170
25.04.2018,118.55,-9.45,0,128
26.04.2018,161.375,-9.625,-4,175
27.04.2018,92.2,-9.8,-7,109
28.04.2018,101.025,-9.975,-6,117
29.04.2018,143.85,-10.15,6,148
30.04.2018,106.675,-10.325,9,108
01.05.2018,103.5,-10.5,9,105
02.05.2018,137.325,-10.675,0,148
03.05.2018,147.15,-10.85,8,150
04.05.2018,88.975,-11.025,-8,108
05.05.2018,103.8,-11.2,-4,119
06.05.2018,158.625,-11.375,3,167
07.05.2018,189.45,-11.55,8,193
08.05.2018,153.275,-11.725,-7,172
09.05.2018,123.1,-11.9,-5,140
10.05.2018,118.925,-12.075,4,127
11.05.2018,115.75,-12.25,6,122
12.05.2018,154.575,-12.425,6,161
13.05.2018,124.4,-12.6,9,128
14.05.2018,150.225,-12.775,-1,164
15.05.2018,148.05,-12.95,3,158
16.05.2018,185.875,-13.125,10,189
17.05.2018,131.7,-13.3,-8,153
18.05.2018,134.525,-13.475,6,142
19.05.2018,152.35,-13.65,-8,174
20.05.2018,134.175,-13.825,2,146
21.05.2018,126,-14,1,139
22.05.2018,186.825,-14.175,10,191
23.05.2018,88.65,-14.35,0,103
24.05.2018,162.475,-14.525,5,172
25.05.2018,147.3,-14.7,1,161
26.05.2018,185.125,-14.875,9,191
27.05.2018,98.95,-15.05,-4,118
28.05.2018,121.775,-15.225,1,136
29.05.2018,159.6,-15.4,10,165
30.05.2018,100.425,-15.575,1,115
31.05.2018,107.25,-15.75,7,116
01.06.2018,169.075,-15.925,-1,186
02.06.2018,99.9,-16.1,3,113
03.06.2018,84.725,-16.275,-5,106
04.06.2018,138.55,-16.45,7,148
05.06.2018,143.375,-16.625,-2,162
06.06.2018,177.2,-16.8,5,189
07.06.2018,165.025,-16.975,6,176
08.06.2018,168.85,-17.15,7,179
09.06.2018,174.675,-17.325,8,184
10.06.2018,92.5,-17.5,-5,115
11.06.2018,85.325,-17.675,-8,111
12.06.2018,113.15,-17.85,7,124
13.06.2018,143.975,-18.025,4,158
14.06.2018,81.8,-18.2,0,100
15.06.2018,77.625,-18.375,-4,100
16.06.2018,141.45,-18.55,-5,165
17.06.2018,133.275,-18.725,-7,159
18.06.2018,138.1,-18.9,-1,158
19.06.2018,110.925,-19.075,-7,137
20.06.2018,186.75,-19.25,8,198
21.06.2018,161.575,-19.425,-8,189
22.06.2018,92.4,-19.6,8,104
23.06.2018,122.225,-19.775,3,139
24.06.2018,139.05,-19.95,-4,163
25.06.2018,90.875,-20.125,-1,112
26.06.2018,127.7,-20.3,-2,150
27.06.2018,99.525,-20.475,-6,126
28.06.2018,152.35,-20.65,7,166
29.06.2018,80.175,-20.825,-2,103
30.06.2018,120,-21,3,138
01.07.2018,84.825,-21.175,-1,107
02.07.2018,116.65,-21.35,8,130
03.07.2018,105.475,-21.525,8,119
04.07.2018,126.3,-21.7,3,145
05.07.2018,83.125,-21.875,-8,113
06.07.2018,131.95,-22.05,1,153
07.07.2018,100.775,-22.225,0,123
08.07.2018,131.6,-22.4,2,152
09.07.2018,135.425,-22.575,5,153
10.07.2018,97.25,-22.75,-3,123
11.07.2018,157.075,-22.925,0,180
12.07.2018,159.9,-23.1,-5,188
13.07.2018,125.725,-23.275,3,146
14.07.2018,109.55,-23.45,-8,141
15.07.2018,95.375,-23.625,0,119
16.07.2018,149.2,-23.8,-4,177
17.07.2018,121.025,-23.975,-5,150
18.07.2018,141.85,-24.15,9,157
19.07.2018,183.675,-24.325,10,198
20.07.2018,144.5,-24.5,6,163
21.07.2018,67.325,-24.675,-8,100
22.07.2018,156.15,-24.85,8,173
23.07.2018,98.975,-25.025,-2,126
24.07.2018,154.8,-25.2,1,179
25.07.2018,105.625,-25.375,10,121
26.07.2018,158.45,-25.55,3,181
27.07.2018,71.275,-25.725,-6,103
28.07.2018,87.1,-25.9,9,104
29.07.2018,87.925,-26.075,-6,120
30.07.2018,86.75,-26.25,9,104
31.07.2018,88.575,-26.425,-4,119
01.08.2018,108.4,-26.6,7,128
02.08.2018,99.225,-26.775,9,117
03.08.2018,117.05,-26.95,-6,150
04.08.2018,121.875,-27.125,-2,151
05.08.2018,160.7,-27.3,4,184
06.08.2018,163.525,-27.475,-2,193
07.08.2018,107.35,-27.65,0,135
08.08.2018,166.175,-27.825,4,190
09.08.2018,153,-28,5,176
10.08.2018,138.825,-28.175,-4,171
11.08.2018,147.65,-28.35,7,169
12.08.2018,127.475,-28.525,-7,163
13.08.2018,74.3,-28.7,-8,111
14.08.2018,131.125,-28.875,5,155
15.08.2018,123.95,-29.05,-4,157
16.08.2018,67.775,-29.225,-8,105
17.08.2018,76.6,-29.4,-1,107
18.08.2018,116.425,-29.575,7,139
19.08.2018,113.25,-29.75,5,138
20.08.2018,83.075,-29.925,1,112
21.08.2018,139.9,-30.1,10,160
22.08.2018,111.725,-30.275,-7,149
23.08.2018,89.55,-30.45,-6,126
24.08.2018,113.375,-30.625,-2,146
25.08.2018,176.2,-30.8,9,198
26.08.2018,88.025,-30.975,5,114
27.08.2018,70.85,-31.15,0,102
28.08.2018,157.675,-31.325,3,186
29.08.2018,74.5,-31.5,-3,109
30.08.2018,102.325,-31.675,5,129
31.08.2018,94.15,-31.85,-8,134
01.09.2018,147.975,-32.025,0,180
02.09.2018,140.8,-32.2,9,164
03.09.2018,111.625,-32.375,-5,149
04.09.2018,164.45,-32.55,8,189
05.09.2018,164.275,-32.725,5,192
06.09.2018,112.1,-32.9,1,144
07.09.2018,106.925,-33.075,-1,141
08.09.2018,77.75,-33.25,0,111
09.09.2018,165.575,-33.425,8,191
10.09.2018,74.4,-33.6,4,104
11.09.2018,108.225,-33.775,10,132
12.09.2018,97.05,-33.95,-5,136
13.09.2018,138.875,-34.125,-4,177
14.09.2018,164.7,-34.3,4,195
15.09.2018,160.525,-34.475,-5,200
16.09.2018,116.35,-34.65,3,148
17.09.2018,85.175,-34.825,-1,121
18.09.2018,120,-35,3,152
19.09.2018,116.825,-35.175,-6,158
20.09.2018,167.65,-35.35,10,193
21.09.2018,69.475,-35.525,0,105
22.09.2018,100.3,-35.7,-2,138
23.09.2018,165.125,-35.875,1,200
24.09.2018,158.95,-36.05,-2,197
25.09.2018,128.775,-36.225,-5,170
26.09.2018,128.6,-36.4,-6,171
27.09.2018,102.425,-36.575,0,139
28.09.2018,168.25,-36.75,5,200
29.09.2018,70.075,-36.925,4,103
30.09.2018,83.9,-37.1,-7,128
01.10.2018,127.725,-37.275,-6,171
02.10.2018,78.55,-37.45,6,110
03.10.2018,138.375,-37.625,-4,180
04.10.2018,71.2,-37.8,-6,115
05.10.2018,76.025,-37.975,-1,115
06.10.2018,156.85,-38.15,3,192
07.10.2018,65.675,-38.325,-5,109
08.10.2018,155.5,-38.5,-6,200
09.10.2018,97.325,-38.675,2,134
10.10.2018,68.15,-38.85,3,104
11.10.2018,120.975,-39.025,1,159
12.10.2018,133.8,-39.2,2,171
13.10.2018,148.625,-39.375,0,188
14.10.2018,67.45,-39.55,-6,113
15.10.2018,156.275,-39.725,-2,198
16.10.2018,108.1,-39.9,-8,156
17.10.2018,147.925,-40.075,6,182
18.10.2018,89.75,-40.25,-2,132
19.10.2018,87.575,-40.425,-5,133
20.10.2018,102.4,-40.6,-7,150
21.10.2018,77.225,-40.775,2,116
22.10.2018,72.05,-40.95,0,113
23.10.2018,79.875,-41.125,-5,126
24.10.2018,93.7,-41.3,-4,139
25.10.2018,134.525,-41.475,-2,178
26.10.2018,107.35,-41.65,-5,154
27.10.2018,81.175,-41.825,10,113
28.10.2018,120,-42,1,161
29.10.2018,70.825,-42.175,-7,120
30.10.2018,69.65,-42.35,-6,118
31.10.2018,66.475,-42.525,-7,116
01.11.2018,108.3,-42.7,5,146
02.11.2018,142.125,-42.875,4,181
03.11.2018,146.95,-43.05,-3,193
04.11.2018,125.775,-43.225,9,160
05.11.2018,96.6,-43.4,7,133
06.11.2018,133.425,-43.575,8,169
07.11.2018,112.25,-43.75,-8,164
08.11.2018,76.075,-43.925,2,118
09.11.2018,83.9,-44.1,-8,136
10.11.2018,119.725,-44.275,4,160
11.11.2018,142.55,-44.45,-6,193
12.11.2018,105.375,-44.625,-3,153
13.11.2018,122.2,-44.8,-4,171
14.11.2018,75.025,-44.975,2,118
15.11.2018,113.85,-45.15,4,155
16.11.2018,102.675,-45.325,3,145
17.11.2018,109.5,-45.5,2,153
18.11.2018,125.325,-45.675,-3,174
19.11.2018,132.15,-45.85,8,170
20.11.2018,55.975,-46.025,-3,105
21.11.2018,105.8,-46.2,4,148
22.11.2018,86.625,-46.375,7,126
23.11.2018,121.45,-46.55,8,160
24.11.2018,149.275,-46.725,9,187
25.11.2018,125.1,-46.9,2,170
26.11.2018,72.925,-47.075,7,113
27.11.2018,67.75,-47.25,3,112
28.11.2018,125.575,-47.425,-4,177
29.11.2018,107.4,-47.6,2,153
30.11.2018,84.225,-47.775,3,129
01.12.2018,130.05,-47.95,-1,179
02.12.2018,153.875,-48.125,4,198
03.12.2018,141.7,-48.3,8,182
04.12.2018,139.525,-48.475,10,178
05.12.2018,68.35,-48.65,-2,119
06.12.2018,85.175,-48.825,-1,135
07.12.2018,99,-49,10,138
08.12.2018,90.825,-49.175,4,136
09.12.2018,82.65,-49.35,5,127
10.12.2018,87.475,-49.525,0,137
11.12.2018,44.3,-49.7,-7,101
12.12.2018,81.125,-49.875,7,124
13.12.2018,142.95,-50.05,-1,194
14.12.2018,152.775,-50.225,4,199
15.12.2018,80.6,-50.4,5,126
16.12.2018,155.425,-50.575,9,197
17.12.2018,125.25,-50.75,-8,184
18.12.2018,70.075,-50.925,0,121
19.12.2018,116.9,-51.1,3,165
20.12.2018,109.725,-51.275,3,158
21.12.2018,64.55,-51.45,1,115
22.12.2018,58.375,-51.625,2,108
23.12.2018,69.2,-51.8,7,114
24.12.2018,107.025,-51.975,2,157
25.12.2018,124.85,-52.15,1,176
26.12.2018,61.675,-52.325,-5,119
27.12.2018,47.5,-52.5,-4,104
28.12.2018,89.325,-52.675,8,134
29.12.2018,102.15,-52.85,10,145
30.12.2018,77.975,-53.025,6,125
