Date,Adj Close,,,
13.08.2018,93.38,6.38,2,85
14.08.2018,102.405,6.405,2,94
15.08.2018,90.43,6.43,0,84
16.08.2018,103.455,6.455,5,92
17.08.2018,105.48,6.48,4,95
18.08.2018,103.505,6.505,4,93
19.08.2018,94.53,6.53,-3,91
20.08.2018,87.555,6.555,4,77
21.08.2018,90.58,6.58,-3,87
22.08.2018,90.605,6.605,-4,88
23.08.2018,104.63,6.63,3,95
24.08.2018,103.655,6.655,2,95
25.08.2018,94.68,6.68,-2,90
26.08.2018,102.705,6.705,3,93
27.08.2018,80.73,6.73,2,72
28.08.2018,101.755,6.755,1,94
29.08.2018,98.78,6.78,-2,94
30.08.2018,96.805,6.805,3,87
31.08.2018,83.83,6.83,-2,79
01.09.2018,87.855,6.855,3,78
02.09.2018,100.88,6.88,3,91
03.09.2018,85.905,6.905,5,74
04.09.2018,96.93,6.93,-1,91
05.09.2018,85.955,6.955,-4,83
06.09.2018,84.98,6.98,3,75
07.09.2018,94.005,7.005,-3,90
08.09.2018,96.03,7.03,5,84
09.09.2018,82.055,7.055,1,74
10.09.2018,81.08,7.08,0,74
11.09.2018,97.105,7.105,2,88
12.09.2018,96.13,7.13,-2,91
13.09.2018,98.155,7.155,-2,93
14.09.2018,96.18,7.18,4,85
15.09.2018,77.205,7.205,-1,71
16.09.2018,76.23,7.23,-2,71
17.09.2018,94.255,7.255,2,85
18.09.2018,101.28,7.28,0,94
19.09.2018,83.305,7.305,-4,80
20.09.2018,86.33,7.33,1,78
21.09.2018,82.355,7.355,5,70
22.09.2018,96.38,7.38,4,85
23.09.2018,82.405,7.405,-1,76
24.09.2018,87.43,7.43,1,79
25.09.2018,101.455,7.455,5,89
26.09.2018,93.48,7.48,0,86
27.09.2018,101.505,7.505,2,92
28.09.2018,88.53,7.53,-4,85
29.09.2018,89.555,7.555,-3,85
30.09.2018,86.58,7.58,5,74
01.10.2018,78.605,7.605,-2,73
02.10.2018,77.63,7.63,-4,74
03.10.2018,90.655,7.655,3,80
04.10.2018,97.68,7.68,-4,94
05.10.2018,75.705,7.705,-4,72
06.10.2018,102.73,7.73,5,90
07.10.2018,88.755,7.755,-3,84
08.10.2018,81.78,7.78,-4,78
09.10.2018,92.805,7.805,2,83
10.10.2018,95.83,7.83,4,84
11.10.2018,101.855,7.855,2,92
12.10.2018,93.88,7.88,4,82
13.10.2018,105.905,7.905,3,95
14.10.2018,90.93,7.93,-2,85
15.10.2018,83.955,7.955,-2,78
16.10.2018,89.98,7.98,-4,86
17.10.2018,89.005,8.005,-3,84
18.10.2018,86.03,8.03,3,75
19.10.2018,86.055,8.055,0,78
20.10.2018,98.08,8.08,-2,92
21.10.2018,101.105,8.105,0,93
22.10.2018,77.13,8.13,-3,72
23.10.2018,86.155,8.155,-3,81
24.10.2018,90.18,8.18,4,78
25.10.2018,91.205,8.205,-3,86
26.10.2018,87.23,8.23,-4,83
27.10.2018,99.255,8.255,2,89
28.10.2018,90.28,8.28,-1,83
29.10.2018,81.305,8.305,1,72
30.10.2018,102.33,8.33,2,92
31.10.2018,90.355,8.355,2,80
01.11.2018,84.38,8.38,5,71
02.11.2018,90.405,8.405,-3,85
03.11.2018,91.43,8.43,-2,85
04.11.2018,85.455,8.455,2,75
05.11.2018,93.48,8.48,0,85
06.11.2018,94.505,8.505,1,85
07.11.2018,92.53,8.53,5,79
08.11.2018,106.555,8.555,4,94
09.11.2018,94.58,8.58,-1,87
10.11.2018,106.605,8.605,4,94
11.11.2018,77.63,8.63,-2,71
12.11.2018,83.655,8.655,2,73
13.11.2018,89.68,8.68,0,81
14.11.2018,94.705,8.705,2,84
15.11.2018,86.73,8.73,2,76
16.11.2018,100.755,8.755,5,87
17.11.2018,102.78,8.78,4,90
18.11.2018,83.805,8.805,3,72
19.11.2018,95.83,8.83,4,83
20.11.2018,82.855,8.855,4,70
21.11.2018,97.88,8.88,5,84
22.11.2018,100.905,8.905,-2,94
23.11.2018,84.93,8.93,3,73
24.11.2018,98.955,8.955,0,90
25.11.2018,86.98,8.98,1,77
26.11.2018,94.005,9.005,5,80
27.11.2018,102.03,9.03,2,91
28.11.2018,92.055,9.055,3,80
29.11.2018,97.08,9.08,2,86
30.11.2018,83.105,9.105,-1,75
01.12.2018,82.13,9.13,0,73
02.12.2018,99.155,9.155,-4,94
03.12.2018,80.18,9.18,-2,73
04.12.2018,78.205,9.205,-4,73
05.12.2018,93.23,9.23,1,83
06.12.2018,90.255,9.255,2,79
07.12.2018,86.28,9.28,2,75
08.12.2018,87.305,9.305,-4,82
09.12.2018,86.33,9.33,5,72
10.12.2018,96.355,9.355,-4,91
11.12.2018,105.38,9.38,4,92
12.12.2018,100.405,9.405,-4,95
13.12.2018,95.43,9.43,5,81
14.12.2018,98.455,9.455,0,89
15.12.2018,97.48,9.48,3,85
16.12.2018,91.505,9.505,5,77
17.12.2018,91.53,9.53,0,82
18.12.2018,87.555,9.555,4,74
19.12.2018,91.58,9.58,-4,86
20.12.2018,104.605,9.605,5,90
21.12.2018,100.63,9.63,-4,95
22.12.2018,102.655,9.655,5,88
23.12.2018,83.68,9.68,-2,76
24.12.2018,99.705,9.705,-4,94
25.12.2018,91.73,9.73,-4,86
26.12.2018,83.755,9.755,-2,76
27.12.2018,87.78,9.78,2,76
28.12.2018,91.805,9.805,0,82
29.12.2018,78.83,9.83,-2,71
30.12.2018,95.855,9.855,5,81

