Date,Adj Close,,,
15.03.2018,596.5585,11.5585,19,566
16.03.2018,520.573,11.573,14,495
17.03.2018,445.5875,11.5875,21,413
18.03.2018,619.602,11.602,18,590
19.03.2018,442.6165,11.6165,24,407
20.03.2018,614.631,11.631,17,586
21.03.2018,560.6455,11.6455,20,529
22.03.2018,521.66,11.66,10,500
23.03.2018,563.6745,11.6745,18,534
24.03.2018,489.689,11.689,20,458
25.03.2018,520.7035,11.7035,10,499
26.03.2018,504.718,11.718,11,482
27.03.2018,536.7325,11.7325,16,509
28.03.2018,471.747,11.747,25,435
29.03.2018,620.7615,11.7615,19,590
30.03.2018,448.776,11.776,12,425
31.03.2018,494.7905,11.7905,17,466
01.04.2018,466.805,11.805,13,442
02.04.2018,583.8195,11.8195,15,557
03.04.2018,616.834,11.834,18,587
04.04.2018,439.8485,11.8485,19,409
05.04.2018,626.863,11.863,23,592
06.04.2018,598.8775,11.8775,23,564
07.04.2018,611.892,11.892,25,575
08.04.2018,603.9065,11.9065,14,578
09.04.2018,573.921,11.921,18,544
10.04.2018,467.9355,11.9355,15,441
11.04.2018,564.95,11.95,23,530
12.04.2018,433.9645,11.9645,13,409
13.04.2018,501.979,11.979,19,471
14.04.2018,584.9935,11.9935,13,560
15.04.2018,538.008,12.008,19,507
16.04.2018,473.0225,12.0225,23,438
17.04.2018,541.037,12.037,11,518
18.04.2018,602.0515,12.0515,18,572
19.04.2018,447.066,12.066,10,425
20.04.2018,559.0805,12.0805,20,527
21.04.2018,487.095,12.095,12,463
22.04.2018,595.1095,12.1095,13,570
23.04.2018,589.124,12.124,16,561
24.04.2018,507.1385,12.1385,21,474
25.04.2018,529.153,12.153,13,504
26.04.2018,441.1675,12.1675,25,404
27.04.2018,629.182,12.182,17,600
28.04.2018,490.1965,12.1965,21,457
29.04.2018,463.211,12.211,13,438
30.04.2018,455.2255,12.2255,24,419
01.05.2018,586.24,12.24,24,550
02.05.2018,610.2545,12.2545,24,574
03.05.2018,491.269,12.269,18,461
04.05.2018,614.2835,12.2835,18,584
05.05.2018,601.298,12.298,13,576
06.05.2018,445.3125,12.3125,24,409
07.05.2018,445.327,12.327,24,409
08.05.2018,563.3415,12.3415,16,535
09.05.2018,500.356,12.356,24,464
10.05.2018,553.3705,12.3705,16,525
11.05.2018,424.385,12.385,10,402
12.05.2018,526.3995,12.3995,25,489
13.05.2018,614.414,12.414,11,591
14.05.2018,559.4285,12.4285,11,536
15.05.2018,625.443,12.443,13,600
16.05.2018,612.4575,12.4575,22,578
17.05.2018,453.472,12.472,21,420
18.05.2018,543.4865,12.4865,12,519
19.05.2018,524.501,12.501,19,493
20.05.2018,432.5155,12.5155,14,406
21.05.2018,500.53,12.53,11,477
22.05.2018,482.5445,12.5445,11,459
23.05.2018,513.559,12.559,12,489
24.05.2018,524.5735,12.5735,12,500
25.05.2018,506.588,12.588,19,475
26.05.2018,569.6025,12.6025,10,547
27.05.2018,567.617,12.617,13,542
28.05.2018,526.6315,12.6315,13,501
29.05.2018,576.646,12.646,12,552
30.05.2018,541.6605,12.6605,13,516
31.05.2018,469.675,12.675,13,444
01.06.2018,516.6895,12.6895,24,480
02.06.2018,634.704,12.704,25,597
03.06.2018,488.7185,12.7185,25,451
04.06.2018,611.733,12.733,16,583
05.06.2018,510.7475,12.7475,17,481
06.06.2018,547.762,12.762,22,513
07.06.2018,443.7765,12.7765,20,411
08.06.2018,515.791,12.791,15,488
09.06.2018,549.8055,12.8055,15,522
10.06.2018,472.82,12.82,15,445
11.06.2018,555.8345,12.8345,23,520
12.06.2018,617.849,12.849,16,589
13.06.2018,460.8635,12.8635,14,434
14.06.2018,484.878,12.878,21,451
15.06.2018,592.8925,12.8925,19,561
16.06.2018,435.907,12.907,10,413
17.06.2018,599.9215,12.9215,11,576
18.06.2018,620.936,12.936,15,593
19.06.2018,596.9505,12.9505,11,573
20.06.2018,541.965,12.965,24,505
21.06.2018,588.9795,12.9795,21,555
22.06.2018,559.994,12.994,21,526
23.06.2018,518.0085,13.0085,12,493
24.06.2018,626.023,13.023,20,593
25.06.2018,621.0375,13.0375,10,598
26.06.2018,553.052,13.052,22,518
27.06.2018,481.0665,13.0665,23,445
28.06.2018,548.081,13.081,13,522
29.06.2018,537.0955,13.0955,10,514
30.06.2018,525.11,13.11,24,488
01.07.2018,522.1245,13.1245,14,495
02.07.2018,525.139,13.139,15,497
03.07.2018,450.1535,13.1535,10,427
04.07.2018,542.168,13.168,14,515
05.07.2018,466.1825,13.1825,12,441
06.07.2018,536.197,13.197,24,499
07.07.2018,612.2115,13.2115,12,587
08.07.2018,503.226,13.226,10,480
09.07.2018,454.2405,13.2405,15,426
10.07.2018,464.255,13.255,18,433
11.07.2018,596.2695,13.2695,17,566
12.07.2018,478.284,13.284,24,441
13.07.2018,624.2985,13.2985,23,588
14.07.2018,615.313,13.313,24,578
15.07.2018,498.3275,13.3275,18,467
16.07.2018,617.342,13.342,11,593
17.07.2018,533.3565,13.3565,21,499
18.07.2018,591.371,13.371,19,559
19.07.2018,510.3855,13.3855,18,479
20.07.2018,607.4,13.4,23,571
21.07.2018,597.4145,13.4145,20,564
22.07.2018,503.429,13.429,23,467
23.07.2018,595.4435,13.4435,24,558
24.07.2018,507.458,13.458,14,480
25.07.2018,436.4725,13.4725,18,405
26.07.2018,509.487,13.487,19,477
27.07.2018,550.5015,13.5015,13,524
28.07.2018,489.516,13.516,16,460
29.07.2018,558.5305,13.5305,13,532
30.07.2018,552.545,13.545,11,528
31.07.2018,553.5595,13.5595,25,515
01.08.2018,433.574,13.574,14,406
02.08.2018,593.5885,13.5885,12,568
03.08.2018,625.603,13.603,14,598
04.08.2018,546.6175,13.6175,11,522
05.08.2018,453.632,13.632,23,417
06.08.2018,483.6465,13.6465,19,451
07.08.2018,462.661,13.661,12,437
08.08.2018,611.6755,13.6755,25,573
09.08.2018,584.69,13.69,20,551
10.08.2018,608.7045,13.7045,22,573
11.08.2018,612.719,13.719,18,581
12.08.2018,484.7335,13.7335,18,453
13.08.2018,592.748,13.748,22,557
14.08.2018,538.7625,13.7625,21,504
15.08.2018,444.777,13.777,11,420
16.08.2018,495.7915,13.7915,18,464
17.08.2018,491.806,13.806,21,457
18.08.2018,524.8205,13.8205,18,493
19.08.2018,603.835,13.835,25,565
20.08.2018,485.8495,13.8495,20,452
21.08.2018,441.864,13.864,20,408
22.08.2018,445.8785,13.8785,14,418
23.08.2018,550.893,13.893,20,517
24.08.2018,560.9075,13.9075,21,526
25.08.2018,499.922,13.922,18,468
26.08.2018,441.9365,13.9365,23,405
27.08.2018,571.951,13.951,23,535
28.08.2018,581.9655,13.9655,20,548
29.08.2018,575.98,13.98,21,541
30.08.2018,606.9945,13.9945,22,571
31.08.2018,586.009,14.009,20,552
01.09.2018,473.0235,14.0235,14,445
02.09.2018,508.038,14.038,21,473
03.09.2018,532.0525,14.0525,18,500
04.09.2018,495.067,14.067,20,461
05.09.2018,455.0815,14.0815,11,430
06.09.2018,553.096,14.096,13,526
07.09.2018,614.1105,14.1105,19,581
08.09.2018,578.125,14.125,22,542
09.09.2018,488.1395,14.1395,14,460
10.09.2018,499.154,14.154,21,464
11.09.2018,465.1685,14.1685,25,426
12.09.2018,479.183,14.183,21,444
13.09.2018,512.1975,14.1975,18,480
14.09.2018,632.212,14.212,18,600
15.09.2018,511.2265,14.2265,21,476
16.09.2018,570.241,14.241,19,537
17.09.2018,612.2555,14.2555,13,585
18.09.2018,550.27,14.27,14,522
19.09.2018,481.2845,14.2845,11,456
20.09.2018,608.299,14.299,24,570
21.09.2018,579.3135,14.3135,17,548
22.09.2018,621.328,14.328,19,588
23.09.2018,578.3425,14.3425,19,545
24.09.2018,465.357,14.357,16,435
25.09.2018,470.3715,14.3715,12,444
26.09.2018,571.386,14.386,13,544
27.09.2018,631.4005,14.4005,25,592
28.09.2018,529.415,14.415,19,496
29.09.2018,511.4295,14.4295,14,483
30.09.2018,540.444,14.444,11,515
01.10.2018,528.4585,14.4585,24,490
02.10.2018,632.473,14.473,23,595
03.10.2018,513.4875,14.4875,11,488
04.10.2018,574.502,14.502,12,548
05.10.2018,587.5165,14.5165,25,548
06.10.2018,504.531,14.531,16,474
07.10.2018,493.5455,14.5455,12,467
08.10.2018,565.56,14.56,19,532
09.10.2018,495.5745,14.5745,16,465
10.10.2018,597.589,14.589,16,567
11.10.2018,502.6035,14.6035,22,466
12.10.2018,503.618,14.618,10,479
13.10.2018,479.6325,14.6325,17,448
14.10.2018,549.647,14.647,17,518
15.10.2018,466.6615,14.6615,23,429
16.10.2018,515.676,14.676,23,478
17.10.2018,462.6905,14.6905,10,438
18.10.2018,458.705,14.705,23,421
19.10.2018,502.7195,14.7195,23,465
20.10.2018,589.734,14.734,15,560
21.10.2018,463.7485,14.7485,12,437
22.10.2018,447.763,14.763,20,413
23.10.2018,436.7775,14.7775,20,402
24.10.2018,597.792,14.792,23,560
25.10.2018,528.8065,14.8065,23,491
26.10.2018,565.821,14.821,12,539
27.10.2018,569.8355,14.8355,22,533
28.10.2018,598.85,14.85,19,565
29.10.2018,430.8645,14.8645,15,401
30.10.2018,449.879,14.879,20,415
31.10.2018,602.8935,14.8935,10,578
01.11.2018,634.908,14.908,25,595
02.11.2018,576.9225,14.9225,23,539
03.11.2018,536.937,14.937,15,507
04.11.2018,507.9515,14.9515,21,472
05.11.2018,501.966,14.966,13,474
06.11.2018,525.9805,14.9805,11,500
07.11.2018,588.995,14.995,11,563
08.11.2018,505.0095,15.0095,11,479
09.11.2018,512.024,15.024,23,474
10.11.2018,621.0385,15.0385,18,588
11.11.2018,621.053,15.053,17,589
12.11.2018,498.0675,15.0675,20,463
13.11.2018,480.082,15.082,14,451
14.11.2018,468.0965,15.0965,11,442
15.11.2018,456.111,15.111,22,419
16.11.2018,449.1255,15.1255,22,412
17.11.2018,611.14,15.14,18,578
18.11.2018,533.1545,15.1545,17,501
19.11.2018,542.169,15.169,10,517
20.11.2018,589.1835,15.1835,24,550
21.11.2018,483.198,15.198,17,451
22.11.2018,621.2125,15.2125,19,587
23.11.2018,509.227,15.227,25,469
24.11.2018,601.2415,15.2415,24,562
25.11.2018,599.256,15.256,15,569
26.11.2018,551.2705,15.2705,24,512
27.11.2018,567.285,15.285,16,536
28.11.2018,508.2995,15.2995,15,478
29.11.2018,466.314,15.314,15,436
30.11.2018,607.3285,15.3285,11,581
01.12.2018,539.343,15.343,22,502
02.12.2018,617.3575,15.3575,15,587
03.12.2018,531.372,15.372,17,499
04.12.2018,586.3865,15.3865,24,547
05.12.2018,444.401,15.401,18,411
06.12.2018,526.4155,15.4155,10,501
07.12.2018,529.43,15.43,11,503
08.12.2018,540.4445,15.4445,16,509
09.12.2018,608.459,15.459,15,578
10.12.2018,444.4735,15.4735,16,413
11.12.2018,618.488,15.488,23,580
12.12.2018,435.5025,15.5025,17,403
13.12.2018,594.517,15.517,14,565
14.12.2018,620.5315,15.5315,18,587
15.12.2018,454.546,15.546,25,414
16.12.2018,574.5605,15.5605,21,538
17.12.2018,580.575,15.575,21,544
18.12.2018,465.5895,15.5895,15,435
19.12.2018,559.604,15.604,11,533
20.12.2018,491.6185,15.6185,17,459
21.12.2018,447.633,15.633,21,411
22.12.2018,520.6475,15.6475,25,480
23.12.2018,567.662,15.662,16,536
24.12.2018,553.6765,15.6765,11,527
25.12.2018,558.691,15.691,19,524
26.12.2018,484.7055,15.7055,22,447
27.12.2018,504.72,15.72,19,470
28.12.2018,585.7345,15.7345,18,552
29.12.2018,537.749,15.749,18,504
30.12.2018,524.7635,15.7635,19,490
